"","satisfaction_level","last_evaluation","number_project","average_montly_hours","time_spend_company","Work_accident","left","promotion_last_5years","Department","salary"
"7039",0.96,0.93,3,156,3,0,0,0,"sales","low"
"7044",0.57,0.86,3,258,2,0,0,0,"sales","low"
"7048",0.92,0.82,4,207,4,0,0,0,"sales","low"
"7053",0.73,0.63,3,172,4,1,0,0,"accounting","low"
"7060",0.56,0.66,5,216,2,0,0,0,"technical","high"
"7061",0.84,0.62,4,152,3,0,0,0,"technical","medium"
"7066",0.53,0.83,3,267,4,0,0,0,"technical","medium"
"7074",0.55,0.91,3,243,4,0,0,0,"support","medium"
"7078",0.9,0.85,4,279,6,0,0,0,"support","medium"
"7080",0.38,0.64,5,160,3,0,0,0,"support","high"
"7081",0.97,0.95,4,173,2,0,0,0,"technical","low"
"7082",0.7,1,4,261,3,0,0,0,"technical","low"
"7087",0.57,0.91,4,252,4,0,0,0,"IT","low"
"7088",0.94,0.8,5,170,4,0,0,0,"IT","high"
"7092",0.96,1,5,148,3,0,0,0,"product_mng","low"
"7093",0.29,0.95,5,117,4,0,0,0,"product_mng","low"
"7095",0.56,0.64,3,262,2,1,0,0,"RandD","low"
"7098",0.58,0.96,3,192,4,0,0,0,"RandD","medium"
"7116",0.9,0.64,4,217,3,0,0,0,"sales","low"
"7117",0.77,0.51,4,142,4,0,0,0,"sales","low"
"7125",0.83,0.78,3,257,2,0,0,0,"sales","low"
"7128",0.13,0.53,6,173,4,0,0,0,"sales","low"
"7130",0.98,0.74,4,202,3,0,0,0,"accounting","low"
"7136",0.33,0.61,2,163,3,0,0,0,"technical","medium"
"7137",0.3,0.86,6,232,3,0,0,0,"technical","medium"
"7146",0.53,0.51,6,272,5,0,0,0,"technical","medium"
"7147",0.5,0.5,4,184,3,0,0,0,"support","high"
"7149",0.33,0.38,4,186,3,0,0,0,"support","medium"
"7151",0.7,0.9,3,224,3,0,0,0,"support","medium"
"7155",0.56,0.54,3,232,2,0,0,0,"support","low"
"7158",0.89,0.75,3,167,2,0,0,0,"technical","low"
"7162",0.76,0.56,4,137,3,0,0,0,"IT","low"
"7164",0.85,0.76,4,262,2,0,0,0,"IT","low"
"7170",0.21,0.98,6,208,5,1,0,0,"product_mng","low"
"7174",1,0.61,5,264,3,0,0,0,"RandD","medium"
"7175",0.67,0.54,5,157,2,0,0,0,"RandD","medium"
"7178",0.84,0.99,3,144,4,0,0,0,"sales","medium"
"7181",0.52,0.74,4,174,3,0,0,0,"technical","medium"
"7182",0.46,0.88,5,169,3,0,0,0,"management","medium"
"7199",0.69,0.7,4,169,2,0,0,0,"sales","low"
"7202",0.74,0.64,3,267,5,0,0,0,"sales","low"
"7205",0.59,0.97,3,258,2,0,0,0,"accounting","low"
"7214",0.72,0.73,5,211,2,0,0,0,"technical","medium"
"7215",0.57,0.98,3,236,3,1,0,0,"technical","medium"
"7217",0.72,0.62,4,252,2,1,0,0,"technical","medium"
"7218",0.41,0.48,3,155,2,1,0,0,"technical","medium"
"7219",0.55,0.65,5,138,2,0,0,0,"technical","medium"
"7222",0.78,0.51,3,172,3,0,0,0,"technical","medium"
"7227",0.51,0.53,4,260,2,1,0,0,"support","medium"
"7230",0.79,0.66,3,154,4,0,0,0,"support","medium"
"7234",0.71,0.71,4,221,3,0,0,0,"technical","low"
"7235",0.49,0.6,4,141,3,0,0,0,"technical","low"
"7239",0.18,0.55,5,217,4,0,0,0,"IT","low"
"7243",0.59,0.69,4,226,3,0,0,0,"product_mng","low"
"7245",0.14,0.99,6,251,4,0,0,0,"product_mng","low"
"7246",0.75,0.96,4,150,2,0,0,0,"product_mng","low"
"7247",0.71,0.63,3,249,3,0,0,0,"IT","low"
"7248",0.84,0.52,4,251,3,0,0,0,"RandD","low"
"7259",0.82,0.9,3,227,3,0,0,0,"marketing","medium"
"7260",0.86,0.91,4,182,2,0,0,0,"marketing","medium"
"7261",0.99,0.86,4,196,2,1,0,0,"marketing","high"
"7262",0.58,0.86,4,257,3,0,0,0,"sales","low"
"7276",0.6,0.7,3,147,2,0,0,0,"sales","low"
"7282",0.91,0.98,4,146,3,0,0,0,"accounting","low"
"7283",0.5,0.94,3,262,4,0,0,0,"accounting","low"
"7289",0.71,0.43,2,100,6,0,0,0,"technical","medium"
"7294",0.97,0.64,4,152,2,0,0,0,"technical","medium"
"7311",0.83,0.91,4,210,4,0,0,0,"technical","low"
"7313",0.51,0.78,3,155,2,0,0,0,"management","low"
"7318",0.72,0.98,3,211,2,0,0,0,"IT","low"
"7320",0.81,0.95,3,204,2,0,0,0,"product_mng","low"
"7322",0.74,0.73,3,267,3,0,0,0,"product_mng","low"
"7324",0.36,0.4,2,105,3,0,0,0,"RandD","low"
"7329",0.23,0.96,4,242,6,0,0,0,"marketing","medium"
"7330",0.73,1,4,146,3,0,0,0,"sales","medium"
"7335",0.9,0.98,2,243,3,0,0,0,"marketing","medium"
"7336",0.93,0.67,4,135,3,1,0,0,"marketing","medium"
"7337",0.52,0.75,4,266,3,0,0,0,"marketing","medium"
"7339",0.59,0.76,4,234,3,0,0,0,"sales","high"
"7350",0.71,0.7,4,213,3,0,0,0,"sales","low"
"7351",0.6,0.99,4,160,3,0,0,0,"sales","low"
"7354",0.98,0.69,3,152,2,0,0,0,"sales","medium"
"7359",0.98,0.62,3,203,2,0,0,0,"accounting","medium"
"7360",0.79,0.5,4,252,3,1,0,0,"hr","medium"
"7362",0.97,0.95,3,257,2,0,0,0,"hr","medium"
"7365",0.73,0.79,4,208,5,0,0,0,"technical","medium"
"7366",0.84,0.53,4,206,3,0,0,0,"technical","medium"
"7369",0.73,0.91,4,248,2,1,0,0,"technical","medium"
"7370",0.22,0.9,4,209,5,0,0,0,"technical","medium"
"7373",0.44,0.69,2,173,2,0,0,0,"technical","medium"
"7377",0.24,0.38,6,109,2,0,0,0,"support","medium"
"7380",0.98,0.67,4,189,4,0,0,0,"support","high"
"7384",0.77,0.98,3,273,3,0,0,0,"support","high"
"7386",0.64,0.72,3,185,2,1,0,0,"technical","high"
"7389",0.58,0.65,3,139,4,0,0,0,"management","high"
"7394",0.59,0.8,3,258,3,1,0,0,"IT","low"
"7396",0.63,0.83,4,243,4,0,0,0,"product_mng","low"
"7400",0.7,0.73,3,194,2,0,0,0,"RandD","low"
"7401",0.73,0.36,4,253,2,1,0,0,"RandD","low"
"7403",0.82,0.58,5,227,3,0,0,0,"RandD","low"
"7404",0.44,0.63,3,162,2,0,0,0,"RandD","low"
"7405",0.58,0.9,5,257,3,0,0,0,"marketing","medium"
"7406",0.55,0.97,2,140,2,0,0,0,"sales","medium"
"7418",0.2,0.38,6,212,6,0,0,0,"sales","high"
"7419",0.99,0.57,4,216,3,0,0,0,"sales","high"
"7422",0.97,0.5,4,216,2,0,0,0,"sales","high"
"7423",0.89,0.53,4,208,3,0,0,0,"sales","high"
"7424",0.97,0.7,4,218,2,0,0,0,"sales","high"
"7434",0.2,0.8,6,251,5,0,0,0,"accounting","medium"
"7435",0.57,0.62,5,141,3,0,0,0,"accounting","medium"
"7436",0.23,0.46,4,274,5,1,0,0,"hr","medium"
"7439",0.52,0.7,4,219,3,0,0,0,"hr","medium"
"7441",0.69,0.64,4,190,4,0,0,0,"technical","medium"
"7443",0.91,0.43,4,117,5,1,0,0,"technical","medium"
"7444",0.85,0.96,4,240,6,0,0,0,"technical","medium"
"7451",0.53,0.51,4,174,2,0,0,0,"support","medium"
"7453",0.74,0.56,3,125,6,0,0,0,"support","medium"
"7457",0.99,0.86,3,166,2,0,0,0,"support","low"
"7459",0.7,0.79,4,240,2,0,0,0,"support","medium"
"7474",0.83,0.92,4,187,6,1,0,0,"product_mng","low"
"7476",0.75,0.57,3,158,2,1,0,0,"RandD","low"
"7477",0.65,0.48,4,229,3,0,0,0,"RandD","high"
"7489",0.14,0.93,4,180,4,0,0,0,"marketing","high"
"7490",0.49,0.91,3,227,3,0,0,0,"sales","medium"
"7494",0.82,0.63,3,171,3,0,0,0,"sales","medium"
"7495",0.67,0.87,3,177,4,0,0,0,"sales","high"
"7497",0.57,0.39,2,145,3,0,0,0,"sales","medium"
"7499",0.97,0.94,3,202,2,0,0,0,"sales","medium"
"7502",0.62,0.51,4,208,2,1,0,0,"sales","low"
"7503",0.96,0.61,4,199,3,0,0,0,"sales","low"
"7508",0.29,0.38,6,105,5,0,0,0,"sales","low"
"7509",0.76,0.81,4,193,3,1,0,0,"accounting","low"
"7510",0.39,0.58,3,152,3,1,0,0,"accounting","low"
"7515",0.87,0.75,3,222,3,0,0,0,"hr","low"
"7518",0.44,0.53,3,132,3,1,0,0,"technical","low"
"7521",0.91,0.74,6,253,2,0,0,0,"technical","low"
"7523",0.82,0.59,5,143,2,1,0,0,"technical","high"
"7525",0.92,0.84,3,220,3,1,0,0,"technical","high"
"7531",0.55,0.76,4,257,3,0,0,0,"support","medium"
"7532",0.82,0.52,5,233,2,0,0,0,"support","medium"
"7535",0.72,0.52,3,143,4,1,0,0,"support","low"
"7540",0.61,0.66,2,111,3,0,0,0,"technical","medium"
"7549",0.96,0.78,3,209,2,0,0,0,"product_mng","high"
"7555",0.8,0.68,3,160,3,0,0,0,"RandD","low"
"7561",0.31,0.62,2,139,3,0,0,0,"technical","medium"
"7562",0.71,0.59,5,245,2,0,0,0,"management","medium"
"7566",0.95,0.77,3,184,4,0,0,0,"sales","medium"
"7567",0.65,0.85,4,204,3,0,0,0,"sales","medium"
"7574",0.94,0.74,4,224,5,0,0,0,"sales","low"
"7576",0.17,0.71,5,257,4,1,0,0,"sales","medium"
"7577",0.66,0.83,4,234,4,0,0,0,"sales","medium"
"7580",0.41,0.75,4,199,3,0,0,0,"sales","low"
"7581",0.98,0.99,3,235,3,0,0,0,"sales","low"
"7585",0.51,0.98,4,269,3,0,0,0,"accounting","low"
"7587",0.81,0.87,5,241,3,0,0,0,"accounting","low"
"7589",0.53,0.55,5,224,2,1,0,0,"hr","low"
"7598",1,0.67,3,181,2,0,0,0,"technical","low"
"7600",0.57,0.67,3,207,2,0,0,0,"technical","medium"
"7602",0.91,0.59,4,133,4,0,0,0,"technical","medium"
"7604",0.58,0.95,4,173,3,0,0,0,"support","medium"
"7606",0.96,0.95,3,236,2,0,0,0,"support","medium"
"7607",0.57,0.98,3,188,5,0,0,0,"support","medium"
"7608",0.77,0.73,3,269,2,0,0,0,"support","medium"
"7610",0.85,0.75,3,214,3,0,0,0,"support","medium"
"7611",0.49,0.83,2,185,6,0,0,0,"support","medium"
"7613",1,0.99,4,184,4,0,0,0,"support","low"
"7623",0.59,0.65,4,177,2,0,0,0,"product_mng","low"
"7632",0.77,0.62,5,190,3,0,0,0,"RandD","low"
"7634",0.6,0.77,3,202,3,0,0,0,"sales","low"
"7635",0.75,0.9,4,185,3,0,0,0,"accounting","low"
"7637",0.69,0.94,4,239,3,0,0,0,"technical","low"
"7638",0.87,0.98,4,238,3,1,0,0,"management","low"
"7641",0.87,0.64,2,148,6,1,0,0,"marketing","medium"
"7642",0.71,0.77,3,149,2,0,0,0,"sales","medium"
"7644",0.75,0.53,5,235,3,0,0,0,"sales","medium"
"7648",0.34,0.55,3,136,2,1,0,0,"sales","medium"
"7654",0.96,0.72,3,195,2,0,0,0,"sales","medium"
"7656",0.2,0.48,4,156,4,1,0,0,"sales","medium"
"7662",0.96,0.86,4,268,3,0,0,0,"accounting","low"
"7663",0.82,0.92,3,257,2,0,0,0,"accounting","low"
"7666",0.46,0.47,6,101,5,0,0,0,"hr","low"
"7668",0.91,0.55,3,223,4,1,0,0,"technical","low"
"7669",0.6,0.68,4,271,4,0,0,0,"technical","low"
"7670",0.82,0.51,3,210,2,0,0,0,"technical","low"
"7671",0.67,0.56,4,241,3,0,0,0,"technical","low"
"7673",0.73,0.62,5,186,4,0,0,0,"technical","low"
"7676",0.56,0.99,3,209,2,0,0,0,"technical","low"
"7677",0.87,0.57,4,175,2,1,0,0,"technical","low"
"7687",0.67,0.92,4,156,2,0,0,0,"support","medium"
"7688",0.26,0.7,3,238,6,0,0,0,"support","medium"
"7693",0.36,0.77,4,252,2,0,0,0,"management","medium"
"7695",0.72,0.76,3,261,4,0,0,0,"IT","medium"
"7714",0.64,0.78,4,159,4,0,0,0,"management","medium"
"7719",0.93,0.76,3,212,3,0,0,0,"sales","medium"
"7721",0.58,0.63,4,171,3,0,0,0,"sales","medium"
"7722",0.59,0.6,3,149,4,0,0,0,"sales","medium"
"7723",0.2,0.9,5,228,6,0,0,0,"sales","medium"
"7726",0.16,0.72,4,192,6,0,0,0,"sales","high"
"7728",0.61,0.47,2,149,3,0,0,0,"sales","medium"
"7732",0.73,0.62,3,181,3,0,0,0,"sales","low"
"7735",0.34,0.78,5,137,4,0,0,0,"sales","low"
"7738",0.26,0.69,4,180,3,1,0,0,"accounting","low"
"7739",0.78,0.53,4,177,2,0,0,0,"accounting","low"
"7741",0.5,0.53,3,191,2,1,0,0,"hr","low"
"7744",0.85,0.52,4,174,2,0,0,0,"technical","low"
"7753",0.13,0.74,6,132,4,1,0,0,"technical","medium"
"7756",0.66,0.72,3,135,2,0,0,0,"support","medium"
"7758",0.45,0.48,5,287,5,0,0,0,"support","medium"
"7762",0.49,0.79,5,206,2,0,0,0,"support","medium"
"7764",0.92,0.65,4,135,3,0,0,0,"support","medium"
"7766",0.36,0.61,4,166,4,0,0,0,"technical","low"
"7768",0.68,0.65,4,134,3,0,0,0,"technical","medium"
"7774",0.36,0.62,4,111,6,0,0,0,"IT","low"
"7777",0.83,0.9,3,179,2,1,0,0,"product_mng","low"
"7781",0.31,0.59,4,138,2,0,0,0,"RandD","low"
"7783",0.38,0.51,2,120,3,0,0,0,"RandD","low"
"7786",0.65,0.74,4,237,3,1,0,0,"sales","low"
"7788",0.54,0.97,4,258,3,0,0,0,"support","low"
"7792",0.33,0.4,6,214,6,0,0,0,"marketing","medium"
"7801",0.61,0.6,4,121,2,0,0,0,"sales","medium"
"7807",0.12,0.82,5,162,4,1,0,0,"sales","medium"
"7812",0.94,0.55,3,160,3,0,0,0,"sales","low"
"7813",0.89,0.76,4,133,2,0,0,0,"accounting","low"
"7819",0.76,0.9,3,279,6,0,0,0,"hr","medium"
"7836",0.99,0.9,4,181,3,0,0,0,"support","medium"
"7838",0.14,0.98,5,172,5,0,0,0,"support","medium"
"7849",0.94,0.73,5,142,2,1,0,0,"IT","high"
"7854",0.86,0.64,4,147,2,1,0,0,"product_mng","high"
"7855",0.3,0.39,3,193,3,1,0,0,"IT","low"
"7859",0.4,0.61,3,165,2,0,0,0,"RandD","low"
"7863",0.68,1,3,205,4,0,0,0,"accounting","low"
"7868",0.57,0.52,4,252,2,0,0,0,"marketing","low"
"7869",0.33,0.72,2,173,2,0,0,0,"marketing","low"
"7875",0.86,0.64,4,263,3,0,0,0,"sales","medium"
"7877",0.16,0.76,6,218,6,0,0,0,"sales","medium"
"7880",0.51,0.67,4,133,3,0,0,0,"sales","medium"
"7886",0.72,0.6,3,265,2,1,0,0,"sales","high"
"7893",0.35,0.56,4,142,2,0,0,0,"hr","low"
"7903",0.64,0.78,5,200,3,0,0,0,"technical","medium"
"7904",0.6,0.85,2,226,2,1,0,0,"technical","medium"
"7906",0.54,0.62,2,141,2,0,0,0,"technical","medium"
"7914",0.84,0.98,4,134,5,1,0,0,"support","medium"
"7915",0.92,0.79,3,243,4,0,0,0,"support","medium"
"7916",0.75,0.93,5,210,3,0,0,0,"support","medium"
"7918",0.7,0.75,4,204,3,0,0,0,"technical","medium"
"7920",0.8,1,3,177,2,0,0,0,"technical","medium"
"7932",0.42,0.48,5,191,5,0,0,0,"RandD","medium"
"7934",0.49,0.59,4,265,3,0,0,0,"RandD","low"
"7939",0.49,0.63,3,175,2,0,0,0,"accounting","low"
"7943",0.81,0.52,4,221,6,0,0,0,"marketing","high"
"7947",0.73,0.68,5,133,2,0,0,0,"sales","low"
"7949",0.77,0.48,3,204,6,0,0,0,"sales","high"
"7951",0.21,0.93,4,189,2,1,0,0,"sales","medium"
"7955",0.96,0.9,5,198,2,0,0,0,"sales","medium"
"7961",0.85,0.59,5,236,3,0,0,0,"sales","low"
"7962",0.9,0.62,5,225,2,0,0,0,"sales","medium"
"7963",0.74,0.54,4,167,2,0,0,0,"sales","medium"
"7972",0.8,0.77,5,256,2,0,0,0,"technical","low"
"7973",0.53,0.7,4,243,3,0,0,0,"technical","low"
"7975",0.64,0.99,3,167,2,0,0,0,"technical","low"
"7978",1,0.6,4,265,4,0,0,0,"technical","low"
"7985",0.56,0.61,3,250,2,0,0,0,"support","high"
"7987",0.59,0.67,4,271,2,0,0,0,"support","medium"
"7989",0.98,0.87,3,239,4,0,0,0,"support","medium"
"7990",0.36,0.45,2,135,3,1,0,0,"support","high"
"7992",0.24,0.54,6,193,4,0,0,0,"support","medium"
"7995",0.57,0.58,3,251,3,0,0,0,"technical","medium"
"7996",0.7,0.85,3,161,2,0,0,0,"technical","medium"
"7999",0.95,0.96,4,161,2,0,0,0,"IT","high"
"8000",0.85,0.55,3,226,4,0,0,0,"IT","low"
"8001",0.72,0.9,3,193,3,0,0,0,"IT","medium"
"8002",0.84,0.66,4,204,3,0,0,0,"IT","medium"
"8016",0.83,0.64,3,242,3,0,0,0,"accounting","low"
"8020",0.67,0.61,3,251,2,0,0,0,"marketing","low"
"8028",0.86,0.79,3,106,6,1,0,0,"sales","medium"
"8029",0.5,0.99,4,272,2,0,0,0,"sales","medium"
"8030",0.35,0.37,4,153,2,0,0,0,"sales","medium"
"8031",0.76,0.97,5,172,3,0,0,0,"sales","medium"
"8035",0.9,0.53,3,270,3,0,0,0,"sales","medium"
"8040",0.56,0.84,4,143,4,0,0,0,"sales","medium"
"8041",0.54,0.63,5,259,2,0,0,0,"sales","medium"
"8043",0.82,0.59,3,155,3,0,0,0,"accounting","medium"
"8045",0.77,0.97,3,215,2,0,0,0,"hr","low"
"8053",0.64,0.99,4,222,2,0,0,0,"technical","low"
"8055",0.76,0.49,5,243,3,0,0,0,"technical","low"
"8059",0.6,0.49,5,259,4,0,0,0,"technical","low"
"8060",0.84,0.73,5,105,5,0,0,0,"support","low"
"8062",0.24,0.91,4,232,2,0,0,0,"support","low"
"8067",0.97,0.77,3,206,4,0,0,0,"support","medium"
"8071",0.92,0.98,4,161,3,0,0,0,"technical","medium"
"8078",0.67,0.86,3,175,3,0,0,0,"IT","low"
"8080",0.8,0.63,4,211,2,0,0,0,"product_mng","medium"
"8084",0.58,0.53,3,287,5,0,0,0,"IT","low"
"8085",0.67,0.39,2,235,6,0,0,0,"RandD","low"
"8087",0.78,0.66,6,105,5,1,0,0,"RandD","low"
"8088",0.58,0.83,3,226,3,0,0,0,"RandD","low"
"8091",0.59,0.55,3,183,4,0,0,0,"marketing","low"
"8092",0.6,0.9,5,139,3,0,0,0,"sales","low"
"8096",1,0.61,4,198,2,0,0,0,"management","low"
"8097",0.96,1,3,137,4,1,0,0,"marketing","low"
"8099",0.98,0.69,2,204,4,0,0,0,"marketing","low"
"8102",0.64,0.64,3,180,2,1,0,0,"sales","low"
"8103",0.71,0.93,2,199,2,0,0,0,"sales","low"
"8111",0.78,0.61,3,148,2,0,0,0,"sales","medium"
"8112",0.19,0.63,4,233,5,0,0,0,"sales","medium"
"8114",0.75,0.75,5,229,2,1,0,0,"sales","medium"
"8115",0.29,0.66,3,256,2,1,0,0,"sales","medium"
"8116",0.37,0.7,2,188,2,0,0,0,"sales","high"
"8120",0.18,0.64,6,154,5,0,0,0,"accounting","medium"
"8121",0.76,0.85,4,135,3,0,0,0,"accounting","medium"
"8123",0.82,0.94,3,253,2,0,0,0,"hr","low"
"8124",0.97,0.94,3,180,3,0,0,0,"hr","low"
"8129",0.96,0.91,3,260,5,0,0,0,"technical","low"
"8130",0.62,0.78,3,178,3,1,0,0,"technical","low"
"8132",0.82,0.56,5,180,3,0,0,0,"technical","low"
"8139",0.64,0.53,4,133,3,0,0,0,"support","low"
"8144",0.96,0.51,5,152,3,0,0,0,"support","medium"
"8152",0.39,0.87,5,257,5,1,0,0,"IT","medium"
"8155",0.9,0.67,3,165,2,0,0,0,"IT","high"
"8157",0.45,0.75,2,246,2,0,0,0,"product_mng","medium"
"8159",0.99,0.82,3,255,2,0,0,0,"product_mng","medium"
"8161",0.96,0.9,4,164,4,0,0,0,"IT","low"
"8163",0.59,0.59,3,141,3,0,0,0,"RandD","low"
"8164",0.57,0.69,3,154,2,0,0,0,"RandD","low"
"8171",0.89,0.96,5,239,3,0,0,0,"support","low"
"8174",0.79,0.99,4,183,2,0,0,0,"marketing","low"
"8178",0.49,0.67,6,286,4,0,0,0,"sales","low"
"8179",0.46,0.55,3,139,2,0,0,0,"sales","medium"
"8180",0.9,0.91,5,176,3,0,0,0,"sales","medium"
"8184",0.59,0.87,4,183,2,0,0,0,"sales","medium"
"8186",0.53,0.49,3,158,3,0,0,0,"sales","medium"
"8187",0.83,0.89,4,136,3,0,0,0,"sales","medium"
"8189",0.78,0.61,4,268,3,0,0,0,"sales","medium"
"8192",0.61,0.38,2,268,3,0,0,0,"sales","low"
"8194",0.17,0.85,6,245,5,0,0,0,"sales","medium"
"8195",0.79,0.52,3,134,2,1,0,0,"sales","medium"
"8200",0.84,0.9,3,196,3,1,0,0,"hr","low"
"8201",0.21,0.49,3,253,3,0,0,0,"hr","low"
"8204",0.8,0.75,4,217,2,0,0,0,"technical","low"
"8205",0.77,0.85,5,192,2,0,0,0,"technical","low"
"8209",0.85,0.67,4,163,3,0,0,0,"technical","low"
"8211",0.66,0.68,3,202,3,0,0,0,"technical","low"
"8214",0.91,0.82,4,260,4,0,0,0,"support","low"
"8215",0.96,0.97,4,260,3,0,0,0,"support","low"
"8216",0.49,0.52,4,251,2,0,0,0,"support","low"
"8229",0.56,0.64,3,206,2,0,0,0,"IT","medium"
"8230",0.65,0.56,3,230,2,0,0,0,"IT","high"
"8234",0.14,0.51,5,259,5,0,0,0,"product_mng","medium"
"8238",0.59,0.89,5,143,3,1,0,0,"IT","low"
"8241",0.76,0.7,5,195,3,0,0,0,"RandD","low"
"8248",0.99,0.65,3,209,2,1,0,0,"support","low"
"8249",0.97,0.86,5,222,3,0,0,0,"technical","low"
"8254",0.52,0.53,4,159,4,0,0,0,"sales","low"
"8255",0.8,0.81,5,156,2,0,0,0,"sales","low"
"8257",0.66,0.65,4,154,3,0,0,0,"sales","medium"
"8263",0.55,0.71,4,223,3,0,0,0,"sales","medium"
"8265",0.84,0.74,3,234,3,1,0,0,"sales","medium"
"8272",0.8,0.51,4,141,3,1,0,0,"sales","medium"
"8273",0.69,0.8,5,263,3,1,0,0,"accounting","medium"
"8276",0.6,0.88,3,201,2,0,0,0,"hr","low"
"8277",0.89,0.93,3,181,3,0,0,0,"hr","low"
"8279",0.35,0.52,3,167,2,0,0,0,"hr","low"
"8280",0.88,0.68,5,224,2,0,0,0,"technical","low"
"8288",0.85,0.55,4,158,5,0,0,0,"technical","medium"
"8289",0.86,0.51,3,185,2,0,0,0,"technical","medium"
"8290",0.89,0.98,3,214,3,0,0,0,"technical","medium"
"8295",0.34,0.51,3,105,3,0,0,0,"support","medium"
"8296",0.81,0.92,3,251,3,1,0,0,"support","medium"
"8298",0.7,0.87,3,158,2,0,0,0,"support","medium"
"8299",0.92,0.61,4,252,2,0,0,0,"support","medium"
"8304",0.91,0.48,3,224,3,0,0,0,"technical","medium"
"8305",0.55,0.97,4,267,4,0,0,0,"management","medium"
"8307",0.27,0.48,3,97,6,0,0,0,"IT","medium"
"8313",0.83,0.51,4,215,3,0,0,0,"product_mng","high"
"8319",0.77,0.66,3,260,4,0,0,0,"RandD","high"
"8320",0.93,0.97,5,137,4,0,0,0,"RandD","low"
"8322",0.78,0.53,3,152,2,0,0,0,"marketing","low"
"8323",0.55,0.75,4,166,2,0,0,0,"sales","low"
"8324",0.39,0.86,3,261,2,0,0,0,"accounting","low"
"8327",0.6,0.69,6,250,5,1,0,0,"management","low"
"8333",0.6,0.57,3,203,2,0,0,0,"sales","low"
"8334",0.7,0.99,3,167,3,0,0,0,"sales","low"
"8335",0.5,0.99,2,258,3,1,0,0,"sales","medium"
"8340",0.94,0.98,4,197,3,0,0,0,"sales","medium"
"8343",0.93,0.62,3,184,3,0,0,0,"sales","medium"
"8347",0.28,0.77,3,221,3,0,0,0,"sales","high"
"8350",0.75,0.55,2,188,3,0,0,0,"accounting","high"
"8357",0.95,0.43,6,283,2,0,0,0,"technical","low"
"8360",0.59,0.57,3,147,4,0,0,0,"technical","low"
"8362",0.66,0.66,4,166,3,0,0,0,"technical","low"
"8363",0.76,0.94,4,168,6,0,0,0,"technical","medium"
"8365",0.84,0.65,3,134,3,0,0,0,"technical","medium"
"8368",0.79,0.99,4,177,3,1,0,0,"support","medium"
"8372",0.62,0.51,4,274,2,0,0,0,"support","medium"
"8373",0.36,0.56,6,242,6,0,0,0,"support","medium"
"8375",0.57,0.75,5,172,4,0,0,0,"support","medium"
"8376",0.83,0.99,3,226,3,0,0,0,"support","medium"
"8378",0.23,0.72,6,121,3,0,0,0,"support","medium"
"8380",0.69,0.61,2,141,3,0,0,0,"technical","medium"
"8385",0.96,0.87,4,213,3,0,0,0,"IT","medium"
"8386",0.66,0.51,6,105,4,0,0,0,"IT","high"
"8399",0.58,0.84,4,150,4,1,0,0,"sales","low"
"8401",0.83,0.37,5,101,4,1,0,0,"support","low"
"8402",0.63,0.52,3,183,2,0,0,0,"technical","low"
"8404",0.88,0.55,3,263,3,0,0,0,"marketing","low"
"8409",0.6,0.98,4,265,2,0,0,0,"sales","low"
"8410",0.96,0.92,3,196,4,0,0,0,"sales","low"
"8412",1,0.61,6,270,3,0,0,0,"sales","low"
"8414",0.84,0.93,5,225,4,0,0,0,"sales","high"
"8415",0.82,0.77,4,205,3,0,0,0,"sales","medium"
"8420",0.55,0.97,5,125,4,0,0,0,"sales","medium"
"8424",0.92,0.51,3,223,2,0,0,0,"sales","medium"
"8425",0.86,0.87,3,268,2,0,0,0,"sales","high"
"8428",0.55,0.51,3,192,3,0,0,0,"accounting","medium"
"8430",0.49,0.9,3,250,2,0,0,0,"hr","medium"
"8433",0.64,0.5,3,146,3,0,0,0,"technical","low"
"8435",0.58,0.45,3,131,2,0,0,0,"technical","low"
"8436",0.57,0.37,3,108,4,0,0,0,"technical","low"
"8442",0.5,0.6,4,199,2,0,0,0,"technical","low"
"8444",0.58,0.84,3,258,4,0,0,0,"support","low"
"8445",0.66,0.68,4,269,3,1,0,0,"support","low"
"8456",0.66,0.38,4,145,5,0,0,0,"technical","medium"
"8459",0.69,0.91,6,150,5,0,0,0,"IT","medium"
"8461",0.56,0.84,4,149,4,1,0,0,"IT","medium"
"8462",0.95,0.77,5,139,2,0,0,0,"IT","medium"
"8467",0.52,0.65,4,264,3,0,0,0,"product_mng","medium"
"8470",0.92,0.49,5,178,2,1,0,0,"RandD","medium"
"8476",0.7,0.72,2,189,3,0,0,0,"sales","low"
"8480",0.73,0.72,5,178,2,0,0,0,"management","low"
"8481",0.56,0.67,4,184,3,0,0,0,"marketing","low"
"8486",0.7,0.69,5,154,2,0,0,0,"sales","low"
"8488",0.77,0.87,3,207,4,1,0,0,"sales","low"
"8496",0.95,0.62,4,255,2,0,0,0,"sales","medium"
"8497",0.66,0.82,4,257,3,1,0,0,"sales","medium"
"8501",1,0.68,3,132,2,0,0,0,"sales","medium"
"8502",0.71,0.79,3,134,3,0,0,0,"sales","medium"
"8505",0.61,0.62,4,269,4,0,0,0,"accounting","medium"
"8508",0.79,0.97,3,271,2,0,0,0,"hr","medium"
"8510",0.6,0.98,4,192,3,0,0,0,"technical","low"
"8511",0.72,0.95,4,230,3,0,0,0,"technical","low"
"8515",0.89,0.59,3,247,4,0,0,0,"technical","low"
"8517",0.67,0.64,4,149,4,0,0,0,"technical","low"
